Lat,Lon,Base,Hour,Day,Month,Year,Minute,cluster
41.2261,-73.676,B02598,20,2,4,2014,39,9
41.0552,-73.5432,B02598,20,2,4,2014,40,9
40.8257,-73.6883,B02598,21,2,4,2014,3,9
41.0622,-73.5441,B02598,21,2,4,2014,9,9
40.9706,-73.8727,B02598,21,2,4,2014,29,9
41.0183,-73.6392,B02598,21,2,4,2014,43,9
40.9468,-73.7687,B02598,5,3,4,2014,41,9
41.0332,-73.7649,B02598,9,3,4,2014,21,9
41.0494,-73.5828,B02598,11,3,4,2014,34,9
41.0597,-73.8328,B02598,14,3,4,2014,41,9
41.1015,-73.8075,B02598,15,3,4,2014,57,9
40.9571,-73.8382,B02598,15,3,4,2014,58,9
41.0019,-73.6656,B02598,21,3,4,2014,54,9
41.0339,-73.5687,B02598,22,3,4,2014,21,9
41.0381,-73.702,B02598,22,3,4,2014,59,9
40.9777,-73.792,B02598,23,3,4,2014,14,9
40.9589,-73.7671,B02598,6,4,4,2014,32,9
41.0298,-73.7607,B02598,7,4,4,2014,53,9
41.0165,-73.7216,B02598,8,4,4,2014,34,9
41.0692,-73.7042,B02598,12,4,4,2014,7,9
41.0626,-73.8519,B02598,12,4,4,2014,10,9
41.015,-73.7523,B02598,12,4,4,2014,26,9
40.9343,-73.8466,B02598,14,4,4,2014,19,9
41.0255,-73.7562,B02598,15,4,4,2014,39,9
41.0139,-73.6503,B02598,16,4,4,2014,46,9
40.9853,-73.8335,B02598,18,4,4,2014,41,9
40.9119,-73.8043,B02598,19,4,4,2014,14,9
40.9499,-73.7334,B02598,0,5,4,2014,8,9
40.9969,-73.6684,B02598,6,5,4,2014,55,9
40.9733,-73.7694,B02598,8,5,4,2014,22,9
40.9485,-73.8663,B02598,8,5,4,2014,29,9
41.0399,-73.8726,B02598,9,5,4,2014,44,9
40.9308,-73.8487,B02598,11,5,4,2014,13,9
40.8853,-73.7893,B02598,11,5,4,2014,31,9
40.9405,-73.8134,B02598,20,5,4,2014,53,9
40.9325,-73.7581,B02598,0,6,4,2014,21,9
41.0328,-73.7677,B02598,9,6,4,2014,2,9
40.9137,-73.7778,B02598,10,6,4,2014,55,9
41.3197,-73.6903,B02598,12,6,4,2014,40,9
40.9309,-73.8491,B02598,14,6,4,2014,11,9
41.0609,-73.8627,B02598,14,6,4,2014,58,9
41.0096,-73.6877,B02598,22,6,4,2014,36,9
41.0597,-73.8331,B02598,16,7,4,2014,4,9
41.0514,-73.5372,B02598,21,7,4,2014,4,9
41.0559,-73.5387,B02598,22,7,4,2014,23,9
41.027,-73.7661,B02598,8,8,4,2014,51,9
40.9935,-73.7613,B02598,9,8,4,2014,47,9
41.0229,-73.7131,B02598,10,8,4,2014,0,9
41.031,-73.7686,B02598,16,8,4,2014,18,9
41.0027,-73.8764,B02598,16,8,4,2014,37,9
41.0758,-73.7989,B02598,17,8,4,2014,57,9
41.0765,-73.8645,B02598,18,8,4,2014,23,9
41.0332,-73.7746,B02598,19,8,4,2014,11,9
40.9852,-73.8107,B02598,8,9,4,2014,56,9
41.0685,-73.7037,B02598,10,9,4,2014,37,9
41.0543,-73.5324,B02598,11,9,4,2014,26,9
40.935,-73.7583,B02598,11,9,4,2014,51,9
41.0511,-73.6888,B02598,11,9,4,2014,58,9
40.9132,-73.7794,B02598,12,9,4,2014,3,9
41.0207,-73.7067,B02598,13,9,4,2014,43,9
40.8439,-73.6905,B02598,16,9,4,2014,49,9
41.209,-73.726,B02598,17,9,4,2014,47,9
41.035,-73.7679,B02598,18,9,4,2014,55,9
41.0232,-73.7131,B02598,19,9,4,2014,36,9
40.9438,-73.8331,B02598,20,9,4,2014,10,9
41.0758,-73.7105,B02598,22,9,4,2014,16,9
41.0016,-73.6647,B02598,22,9,4,2014,26,9
40.9987,-73.6995,B02598,9,10,4,2014,45,9
41.018,-73.7111,B02598,10,10,4,2014,0,9
41.0169,-73.7182,B02598,10,10,4,2014,32,9
41.0298,-73.7587,B02598,12,10,4,2014,0,9
41.0177,-73.7236,B02598,12,10,4,2014,5,9
41.0522,-73.5354,B02598,13,10,4,2014,33,9
40.9759,-73.7584,B02598,13,10,4,2014,44,9
41.0265,-73.624,B02598,14,10,4,2014,57,9
41.033,-73.7749,B02598,17,10,4,2014,35,9
40.9857,-73.6827,B02598,17,10,4,2014,36,9
41.0322,-73.7692,B02598,18,10,4,2014,7,9
41.004,-73.6595,B02598,20,10,4,2014,34,9
41.0141,-73.6309,B02598,23,10,4,2014,34,9
41.0289,-73.7652,B02598,2,11,4,2014,10,9
41.0538,-73.5324,B02598,4,11,4,2014,33,9
41.0172,-73.7112,B02598,11,11,4,2014,49,9
40.9896,-73.8011,B02598,13,11,4,2014,58,9
41.0227,-73.7129,B02598,16,11,4,2014,39,9
41.0325,-73.5619,B02598,16,11,4,2014,48,9
40.9506,-73.8286,B02598,22,11,4,2014,35,9
40.8529,-73.7063,B02598,9,12,4,2014,24,9
40.9446,-73.8283,B02598,17,12,4,2014,16,9
40.9289,-73.8104,B02598,17,12,4,2014,21,9
41.0612,-73.6522,B02598,17,12,4,2014,53,9
40.9374,-73.8191,B02598,18,12,4,2014,41,9
41.051,-73.542,B02598,19,12,4,2014,17,9
40.9983,-73.8845,B02598,22,12,4,2014,23,9
41.0008,-73.6649,B02598,22,12,4,2014,47,9
40.97,-73.7175,B02598,22,12,4,2014,53,9
40.9444,-73.7681,B02598,14,13,4,2014,20,9
40.9258,-73.8442,B02598,17,13,4,2014,46,9
40.9324,-73.8455,B02598,18,13,4,2014,21,9
40.9927,-73.8843,B02598,18,13,4,2014,44,9
40.9279,-73.8373,B02598,22,13,4,2014,50,9
40.9374,-73.8326,B02598,4,14,4,2014,10,9
41.0331,-73.7747,B02598,8,14,4,2014,34,9
41.0157,-73.7277,B02598,10,14,4,2014,3,9
40.9339,-73.8464,B02598,12,14,4,2014,1,9
41.0166,-73.7772,B02598,13,14,4,2014,17,9
41.0306,-73.7733,B02598,15,14,4,2014,54,9
41.0229,-73.713,B02598,16,14,4,2014,39,9
40.9659,-73.7895,B02598,20,14,4,2014,2,9
41.1264,-74.0101,B02598,20,14,4,2014,5,9
41.3469,-73.9544,B02598,20,14,4,2014,50,9
41.069,-73.7041,B02598,20,14,4,2014,56,9
40.93,-73.781,B02598,4,15,4,2014,39,9
40.999,-73.7418,B02598,5,15,4,2014,1,9
40.9038,-73.813,B02598,5,15,4,2014,49,9
41.0859,-73.8046,B02598,8,15,4,2014,41,9
40.9187,-73.8169,B02598,12,15,4,2014,56,9
41.0891,-73.811,B02598,13,15,4,2014,38,9
40.9742,-73.782,B02598,14,15,4,2014,1,9
40.9148,-73.7793,B02598,18,15,4,2014,40,9
40.9819,-73.8251,B02598,20,15,4,2014,42,9
41.0551,-73.5406,B02598,21,15,4,2014,42,9
40.9529,-73.7928,B02598,22,15,4,2014,19,9
41.0297,-73.7608,B02598,8,16,4,2014,57,9
41.0228,-73.627,B02598,10,16,4,2014,53,9
41.026,-73.7658,B02598,11,16,4,2014,35,9
41.0349,-73.7647,B02598,15,16,4,2014,25,9
40.9413,-73.8347,B02598,15,16,4,2014,38,9
41.0494,-73.5824,B02598,15,16,4,2014,47,9
41.0227,-73.7129,B02598,18,16,4,2014,30,9
40.9648,-73.7026,B02598,21,16,4,2014,42,9
40.9457,-73.8619,B02598,22,16,4,2014,8,9
41.0758,-73.8646,B02598,0,17,4,2014,12,9
40.9857,-73.8091,B02598,10,17,4,2014,21,9
41.1138,-73.862,B02598,12,17,4,2014,37,9
41.025,-73.6254,B02598,13,17,4,2014,49,9
41.0658,-73.7664,B02598,14,17,4,2014,20,9
40.978,-73.7649,B02598,14,17,4,2014,37,9
40.918,-73.7488,B02598,16,17,4,2014,33,9
40.9733,-73.7695,B02598,17,17,4,2014,24,9
40.9113,-73.7807,B02598,17,17,4,2014,40,9
41.0469,-73.5408,B02598,17,17,4,2014,55,9
41.0324,-73.7602,B02598,18,17,4,2014,9,9
40.9833,-73.6847,B02598,18,17,4,2014,27,9
41.0688,-73.7039,B02598,21,17,4,2014,16,9
40.9643,-73.7197,B02598,21,17,4,2014,35,9
41.0231,-73.625,B02598,22,17,4,2014,2,9
40.9258,-73.8358,B02598,23,17,4,2014,46,9
41.0546,-73.5407,B02598,0,18,4,2014,9,9
40.964,-73.8564,B02598,17,18,4,2014,35,9
40.9586,-73.821,B02598,18,18,4,2014,58,9
41.0016,-73.661,B02598,22,18,4,2014,31,9
41.0032,-73.6959,B02598,1,19,4,2014,10,9
41.1002,-73.6154,B02598,2,19,4,2014,35,9
40.9504,-73.8283,B02598,13,19,4,2014,5,9
41.0344,-73.7605,B02598,15,19,4,2014,52,9
40.9365,-73.829,B02598,17,19,4,2014,10,9
40.9079,-73.8054,B02598,20,19,4,2014,15,9
41.0294,-73.7649,B02598,21,19,4,2014,52,9
40.9632,-73.8581,B02598,9,20,4,2014,28,9
41.0468,-73.5412,B02598,12,20,4,2014,58,9
40.9613,-73.8561,B02598,14,20,4,2014,0,9
40.9622,-73.7284,B02598,18,20,4,2014,29,9
41.0917,-73.8119,B02598,13,21,4,2014,33,9
41.0958,-73.7743,B02598,15,21,4,2014,46,9
41.006,-73.7294,B02598,16,21,4,2014,48,9
41.0329,-73.768,B02598,18,21,4,2014,5,9
41.0797,-73.8553,B02598,20,21,4,2014,0,9
40.9286,-73.8484,B02598,5,22,4,2014,42,9
40.9656,-73.7673,B02598,8,22,4,2014,14,9
40.9361,-73.8347,B02598,8,22,4,2014,54,9
41.0597,-73.8328,B02598,9,22,4,2014,14,9
41.0983,-73.7224,B02598,11,22,4,2014,17,9
41.0327,-73.7585,B02598,11,22,4,2014,29,9
41.0501,-73.5423,B02598,13,22,4,2014,14,9
41.0273,-73.6572,B02598,14,22,4,2014,51,9
41.0243,-73.5842,B02598,20,22,4,2014,53,9
41.0689,-73.704,B02598,20,22,4,2014,53,9
41.048,-73.5415,B02598,21,22,4,2014,2,9
41.0551,-73.5406,B02598,21,22,4,2014,15,9
41.0692,-73.7042,B02598,21,22,4,2014,35,9
41.0761,-73.4712,B02598,21,22,4,2014,43,9
40.9748,-73.7687,B02598,10,23,4,2014,20,9
40.9522,-73.8182,B02598,11,23,4,2014,1,9
41.0332,-73.7749,B02598,19,23,4,2014,25,9
41.0286,-73.7649,B02598,21,23,4,2014,26,9
41.0687,-73.7038,B02598,22,23,4,2014,41,9
41.0225,-73.6491,B02598,6,24,4,2014,52,9
40.9646,-73.7069,B02598,8,24,4,2014,32,9
40.9972,-73.8566,B02598,9,24,4,2014,24,9
41.0329,-73.7649,B02598,10,24,4,2014,12,9
41.017,-73.7182,B02598,10,24,4,2014,43,9
41.1069,-73.5648,B02598,11,24,4,2014,5,9
41.0759,-73.8254,B02598,15,24,4,2014,41,9
40.9712,-73.742,B02598,16,24,4,2014,45,9
41.0233,-73.8573,B02598,17,24,4,2014,0,9
41.033,-73.7746,B02598,20,24,4,2014,46,9
41.0375,-73.5303,B02598,22,24,4,2014,23,9
41.0245,-73.5845,B02598,22,24,4,2014,24,9
41.0245,-73.5845,B02598,22,24,4,2014,24,9
41.0525,-73.5411,B02598,23,24,4,2014,39,9
41.0309,-73.8272,B02598,2,25,4,2014,32,9
41.0512,-73.5344,B02598,8,25,4,2014,40,9
41.0189,-73.8684,B02598,11,25,4,2014,36,9
40.9432,-73.7677,B02598,11,25,4,2014,47,9
41.04,-73.8727,B02598,12,25,4,2014,0,9
41.0474,-73.5678,B02598,13,25,4,2014,13,9
41.014,-73.9235,B02598,14,25,4,2014,37,9
40.9659,-73.8566,B02598,15,25,4,2014,1,9
40.9739,-73.8801,B02598,15,25,4,2014,24,9
40.9101,-73.7812,B02598,18,25,4,2014,52,9
40.9891,-73.672,B02598,19,25,4,2014,35,9
41.0755,-73.659,B02598,20,25,4,2014,15,9
41.0412,-73.5404,B02598,21,25,4,2014,9,9
41.033,-73.7682,B02598,22,25,4,2014,5,9
41.0336,-73.775,B02598,22,25,4,2014,34,9
40.9418,-73.837,B02598,22,25,4,2014,53,9
40.9702,-73.8741,B02598,23,25,4,2014,1,9
41.0318,-73.5681,B02598,23,25,4,2014,20,9
41.03,-73.6266,B02598,0,26,4,2014,15,9
41.0179,-73.6234,B02598,4,26,4,2014,6,9
41.017,-73.7181,B02598,5,26,4,2014,19,9
41.0448,-73.6889,B02598,5,26,4,2014,46,9
40.9334,-73.7586,B02598,6,26,4,2014,22,9
41.0642,-73.5117,B02598,7,26,4,2014,21,9
40.9398,-73.8332,B02598,12,26,4,2014,30,9
40.9779,-73.7972,B02598,15,26,4,2014,17,9
41.1608,-73.399,B02598,16,26,4,2014,35,9
41.021,-73.6253,B02598,17,26,4,2014,52,9
41.0313,-73.6041,B02598,18,26,4,2014,2,9
40.9652,-73.7957,B02598,20,26,4,2014,2,9
41.0405,-73.542,B02598,22,26,4,2014,18,9
40.9296,-73.8124,B02598,22,26,4,2014,18,9
41.0217,-73.6251,B02598,22,26,4,2014,32,9
40.9414,-73.834,B02598,22,26,4,2014,47,9
41.0474,-73.5677,B02598,22,26,4,2014,52,9
40.9549,-73.8638,B02598,22,26,4,2014,55,9
40.8873,-73.7805,B02598,23,26,4,2014,12,9
41.0013,-73.6654,B02598,23,26,4,2014,17,9
41.0259,-73.557,B02598,6,27,4,2014,59,9
40.8959,-73.8014,B02598,11,27,4,2014,53,9
40.9733,-73.7694,B02598,11,27,4,2014,53,9
41.0243,-73.5902,B02598,14,27,4,2014,34,9
40.9555,-73.7095,B02598,14,27,4,2014,59,9
41.0462,-73.5424,B02598,15,27,4,2014,58,9
41.0233,-73.6363,B02598,16,27,4,2014,24,9
40.999,-73.6987,B02598,18,27,4,2014,54,9
40.985,-73.7993,B02598,21,27,4,2014,17,9
40.94,-73.7696,B02598,6,28,4,2014,6,9
41.0156,-73.7272,B02598,7,28,4,2014,35,9
41.0206,-73.8433,B02598,8,28,4,2014,10,9
41.0611,-73.8628,B02598,8,28,4,2014,29,9
41.0533,-73.5465,B02598,11,28,4,2014,15,9
41.0679,-73.703,B02598,12,28,4,2014,0,9
41.0169,-73.7778,B02598,13,28,4,2014,31,9
40.989,-73.8069,B02598,13,28,4,2014,34,9
40.8993,-73.7968,B02598,14,28,4,2014,42,9
41.0271,-73.8763,B02598,14,28,4,2014,44,9
40.901,-73.8178,B02598,16,28,4,2014,14,9
41.0259,-73.6291,B02598,17,28,4,2014,27,9
41.0156,-73.7277,B02598,17,28,4,2014,58,9
41.0468,-73.541,B02598,19,28,4,2014,3,9
41.061,-73.5361,B02598,23,28,4,2014,42,9
40.9733,-73.7695,B02598,4,29,4,2014,13,9
41.0313,-73.7879,B02598,4,29,4,2014,52,9
41.0731,-73.7725,B02598,7,29,4,2014,14,9
40.9465,-73.8109,B02598,9,29,4,2014,12,9
41.0493,-73.5826,B02598,11,29,4,2014,25,9
41.0226,-73.6248,B02598,12,29,4,2014,9,9
41.0685,-73.7038,B02598,14,29,4,2014,49,9
41.0337,-73.7641,B02598,15,29,4,2014,47,9
41.181,-73.7448,B02598,20,29,4,2014,18,9
41.0343,-73.7662,B02598,20,29,4,2014,56,9
40.9984,-73.8845,B02598,20,29,4,2014,59,9
41.0333,-73.5858,B02598,21,29,4,2014,7,9
41.0243,-73.584,B02598,21,29,4,2014,45,9
41.0566,-73.5383,B02598,22,29,4,2014,13,9
41.061,-73.5359,B02598,0,30,4,2014,29,9
41.0157,-73.703,B02598,4,30,4,2014,22,9
41.0169,-73.718,B02598,8,30,4,2014,5,9
41.1067,-73.8016,B02598,8,30,4,2014,56,9
40.9321,-73.7595,B02598,16,30,4,2014,27,9
41.11,-73.5757,B02598,17,30,4,2014,17,9
41.0322,-73.769,B02598,17,30,4,2014,47,9
41.0337,-73.6259,B02598,20,30,4,2014,24,9
40.9437,-73.8448,B02598,20,30,4,2014,52,9
40.9505,-73.8281,B02598,21,30,4,2014,3,9
41.054,-73.5322,B02598,22,30,4,2014,35,9
41.0405,-73.749,B02598,23,30,4,2014,36,9
40.9881,-73.7607,B02617,3,1,4,2014,3,9
40.9881,-73.7607,B02617,3,1,4,2014,3,9
40.9381,-73.7645,B02617,8,1,4,2014,3,9
40.9308,-73.8487,B02617,13,1,4,2014,18,9
41.0325,-73.7742,B02617,15,1,4,2014,27,9
41.0223,-73.6175,B02617,15,1,4,2014,55,9
41.0322,-73.76,B02617,16,1,4,2014,33,9
41.0475,-73.6659,B02617,7,2,4,2014,3,9
40.9936,-73.7613,B02617,9,2,4,2014,37,9
40.9421,-73.8197,B02617,13,2,4,2014,33,9
41.033,-73.7752,B02617,17,2,4,2014,26,9
41.056,-73.5386,B02617,19,2,4,2014,34,9
40.9321,-73.8187,B02617,20,2,4,2014,0,9
41.0263,-73.7701,B02617,20,2,4,2014,20,9
41.0015,-73.6658,B02617,23,2,4,2014,10,9
40.9105,-73.7836,B02617,0,3,4,2014,7,9
41.0322,-73.7599,B02617,9,3,4,2014,53,9
40.9706,-73.7036,B02617,10,3,4,2014,40,9
41.0514,-73.772,B02617,14,3,4,2014,31,9
40.9131,-73.7797,B02617,15,3,4,2014,35,9
41.0232,-73.7601,B02617,17,3,4,2014,11,9
41.0234,-73.7132,B02617,20,3,4,2014,42,9
40.9703,-73.8065,B02617,21,3,4,2014,5,9
40.9334,-73.7587,B02617,22,3,4,2014,37,9
41.0474,-73.5674,B02617,12,4,4,2014,23,9
40.9974,-73.7865,B02617,19,4,4,2014,58,9
40.9122,-73.783,B02617,20,4,4,2014,42,9
41.0118,-73.8485,B02617,21,4,4,2014,19,9
41.033,-73.7676,B02617,14,5,4,2014,58,9
40.9438,-73.8463,B02617,15,5,4,2014,12,9
40.9138,-73.7777,B02617,16,5,4,2014,43,9
41.0284,-73.7649,B02617,19,5,4,2014,27,9
41.0292,-73.7142,B02617,21,5,4,2014,35,9
40.921,-73.7782,B02617,21,5,4,2014,43,9
40.8871,-73.7797,B02617,22,5,4,2014,2,9
41.0363,-73.7644,B02617,23,5,4,2014,48,9
40.9563,-73.8097,B02617,14,6,4,2014,16,9
40.9252,-73.836,B02617,16,6,4,2014,35,9
40.9525,-73.6914,B02617,17,6,4,2014,27,9
41.0101,-73.6877,B02617,22,6,4,2014,33,9
41.0169,-73.718,B02617,7,8,4,2014,0,9
40.942,-73.8199,B02617,9,8,4,2014,20,9
41.0157,-73.7277,B02617,13,8,4,2014,39,9
41.0342,-73.7635,B02617,14,8,4,2014,32,9
41.0326,-73.7669,B02617,18,8,4,2014,39,9
41.0169,-73.718,B02617,8,9,4,2014,8,9
41.0021,-73.6645,B02617,8,9,4,2014,50,9
41.0279,-73.7464,B02617,9,9,4,2014,27,9
41.0444,-73.5489,B02617,10,9,4,2014,27,9
41.1147,-73.8622,B02617,13,9,4,2014,36,9
41.048,-73.5419,B02617,19,9,4,2014,0,9
41.0261,-73.6948,B02617,5,10,4,2014,20,9
41.0409,-73.5422,B02617,5,10,4,2014,42,9
41.0258,-73.7636,B02617,6,10,4,2014,57,9
41.022,-73.641,B02617,10,10,4,2014,7,9
41.0178,-73.7238,B02617,12,10,4,2014,6,9
40.9759,-73.7084,B02617,15,10,4,2014,33,9
41.0688,-73.7039,B02617,17,10,4,2014,15,9
41.0015,-73.7269,B02617,18,10,4,2014,31,9
41.0229,-73.7131,B02617,19,10,4,2014,15,9
41.0169,-73.7182,B02617,4,11,4,2014,9,9
41.0438,-73.5505,B02617,8,11,4,2014,49,9
40.9487,-73.8293,B02617,12,11,4,2014,35,9
40.953,-73.7929,B02617,22,11,4,2014,0,9
40.9187,-73.8388,B02617,6,12,4,2014,53,9
40.9646,-73.8001,B02617,14,12,4,2014,40,9
40.9994,-73.7654,B02617,17,12,4,2014,14,9
41.0241,-73.6905,B02617,19,12,4,2014,18,9
40.9724,-73.7482,B02617,23,12,4,2014,28,9
41.0736,-73.8174,B02617,11,13,4,2014,21,9
41.0368,-73.7809,B02617,11,13,4,2014,24,9
41.0608,-73.8627,B02617,11,13,4,2014,51,9
40.987,-73.6879,B02617,12,13,4,2014,21,9
41.0472,-73.5417,B02617,18,13,4,2014,21,9
40.9703,-73.8457,B02617,7,14,4,2014,40,9
40.9267,-73.8398,B02617,9,14,4,2014,6,9
41.0285,-73.7709,B02617,15,14,4,2014,54,9
41.069,-73.7041,B02617,18,14,4,2014,37,9
40.9852,-73.6652,B02617,19,14,4,2014,52,9
41.0202,-73.7039,B02617,20,14,4,2014,22,9
40.8394,-73.6884,B02617,22,14,4,2014,4,9
41.2087,-73.8837,B02617,3,15,4,2014,57,9
40.93,-73.7968,B02617,13,15,4,2014,17,9
40.9995,-73.7654,B02617,19,15,4,2014,1,9
40.9293,-73.8129,B02617,22,15,4,2014,30,9
41.0332,-73.7744,B02617,16,16,4,2014,25,9
41.0049,-73.7889,B02617,17,16,4,2014,8,9
40.9346,-73.8443,B02617,12,17,4,2014,18,9
40.9351,-73.8453,B02617,12,17,4,2014,39,9
40.926,-73.8359,B02617,14,17,4,2014,21,9
40.9417,-73.836,B02617,17,17,4,2014,43,9
40.9857,-73.6827,B02617,21,17,4,2014,26,9
40.9229,-73.831,B02617,5,18,4,2014,14,9
40.9554,-73.7096,B02617,9,18,4,2014,4,9
40.9998,-73.7806,B02617,10,18,4,2014,47,9
40.9851,-73.6772,B02617,19,18,4,2014,36,9
41.0132,-73.879,B02617,21,18,4,2014,13,9
41.0749,-73.8153,B02617,22,18,4,2014,20,9
40.9991,-73.7419,B02617,23,18,4,2014,23,9
40.9346,-73.8442,B02617,12,19,4,2014,47,9
40.9195,-73.757,B02617,18,19,4,2014,14,9
40.9883,-73.7798,B02617,18,19,4,2014,52,9
41.0053,-73.7495,B02617,19,19,4,2014,1,9
40.9169,-73.8312,B02617,19,19,4,2014,42,9
40.9393,-73.8347,B02617,1,20,4,2014,49,9
40.9041,-73.8076,B02617,13,20,4,2014,7,9
41.0162,-73.7969,B02617,18,20,4,2014,11,9
40.9668,-73.866,B02617,18,20,4,2014,30,9
40.9701,-73.78,B02617,12,21,4,2014,2,9
41.0234,-73.7132,B02617,19,22,4,2014,23,9
40.9467,-73.8294,B02617,6,23,4,2014,54,9
41.0444,-73.5489,B02617,16,23,4,2014,36,9
41.0232,-73.7133,B02617,19,23,4,2014,25,9
40.887,-73.7799,B02617,19,23,4,2014,39,9
40.9336,-73.7586,B02617,20,23,4,2014,15,9
40.9237,-73.8366,B02617,5,24,4,2014,35,9
40.9468,-73.7686,B02617,6,24,4,2014,28,9
40.985,-73.8109,B02617,9,24,4,2014,31,9
41.0312,-73.627,B02617,14,24,4,2014,12,9
40.9735,-73.7186,B02617,16,24,4,2014,57,9
40.9906,-73.7734,B02617,7,25,4,2014,8,9
41.0501,-73.7708,B02617,7,25,4,2014,31,9
40.9715,-73.7419,B02617,15,25,4,2014,22,9
41.0484,-73.6206,B02617,19,25,4,2014,50,9
41.0455,-73.537,B02617,21,25,4,2014,39,9
40.9272,-73.7523,B02617,0,26,4,2014,6,9
41.0532,-73.541,B02617,0,26,4,2014,31,9
41.0533,-73.5413,B02617,0,26,4,2014,49,9
40.9734,-73.8033,B02617,14,26,4,2014,43,9
40.9436,-73.7534,B02617,20,26,4,2014,37,9
41.0545,-73.5362,B02617,7,27,4,2014,4,9
40.9339,-73.8206,B02617,12,27,4,2014,38,9
40.9328,-73.8225,B02617,15,27,4,2014,47,9
40.9258,-73.8388,B02617,16,27,4,2014,38,9
40.9993,-73.7417,B02617,18,27,4,2014,2,9
